col1,col2,col3,col4,col5,col6,col7
14,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：16.5 选修：14,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2110050,电动力学,3,48 | 0 | 0 | 0,理学院,必修
2,A2110840,原子物理学,2,32 | 0 | 0 | 0,理学院,必修
3,A2110770,近代物理实验,3,0 | 48 | 0 | 0,理学院,必修
4,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
5,A1110140,概率论与数理统计,3,48 | 0 | 0 | 0,理学院,必修
6,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
7,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
8,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
9,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
10,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
11,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
12,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
14,A2021230,数字电路与逻辑设计实验B,1,0 | 16 | 0 | 0,光电工程学院,选修
15,A2020390,数字与逻辑电路基础,3,48 | 0 | 0 | 0,光电工程学院,选修
16,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：17.5 选修：22,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2110310,量子力学,3,48 | 0 | 0 | 0,理学院,必修
2,A2110400,热力学与统计物理,3,48 | 0 | 0 | 0,理学院,必修
3,A2110820,信息材料分析技术,3,16 | 32 | 0 | 0,理学院,必修
4,A2140010,金工实习B,1,0 | 0 | 1.0周 | 0,先进制造工程学院,必修
5,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
6,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
7,A2110810,物理数据分析与建模,3,32 | 16 | 0 | 0,理学院,选修
8,A2010561,信号与系统D,3,48 | 0 | 0 | 0,通信与信息工程学院,选修
9,A2080811,自动控制原理B,3,48 | 0 | 0 | 0,自动化学院,选修
10,A1040080,数据结构,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
11,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
12,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：10.5 选修：18,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2110150,固体物理学,3,48 | 0 | 0 | 0,理学院,必修
2,A2110260,课程设计（小型软件系统）,1,0 | 0 | 1.0周 | 0,理学院,必修
3,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
4,A2110590,信息显示技术,3,48 | 0 | 0 | 0,理学院,必修
5,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
6,A2040150,微机原理与接口技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A2110010,半导体物理学,2,32 | 0 | 0 | 0,理学院,选修
8,A2020040,光电传感器及其应用,2,32 | 0 | 0 | 0,光电工程学院,选修
9,A2020110,光电子技术基础,3,48 | 0 | 0 | 0,光电工程学院,选修
10,A2020170,光纤通信原理与技术,2,32 | 0 | 0 | 0,光电工程学院,选修
11,A2110700,薄膜物理学,2,16 | 16 | 0 | 0,理学院,选修
12,A2110580,学科前沿微型课程(I),0.5,8 | 0 | 0 | 0,理学院,选修
13,A2110790,量子通信原理,2,32 | 0 | 0 | 0,理学院,选修
14,A2110760,激光物理学,2,16 | 16 | 0 | 0,理学院,选修
15,A2110720,高等量子力学选讲,2,32 | 0 | 0 | 0,理学院,选修
16,A2110730,固体光学,2,32 | 0 | 0 | 0,理学院,选修
合计设置,必修：8.5 选修：21.5,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200001G,认识实习,1,0 | 0 | 1.0周 | 0,理学院,必修
2,A2110270,课程设计（小型信号显示系统）,1,0 | 0 | 1.0周 | 0,理学院,必修
3,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
4,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
5,A2110800,凝聚态物理学选讲,2,32 | 0 | 0 | 0,理学院,选修
6,A2110560,显示器件驱动技术,2,32 | 0 | 0 | 0,理学院,选修
7,A2110340,学科前沿微型课程(III),0.5,8 | 0 | 0 | 0,理学院,选修
8,A2110300,学科前沿微型课程(II),0.5,8 | 0 | 0 | 0,理学院,选修
9,A2110830,信息显示技术实验,3,0 | 48 | 0 | 0,理学院,选修
合计设置,必修：2.5 选修：8,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005M,毕业实习,3,0 | 0 | 3.0周 | 0,理学院,必修
2,A200006O,毕业设计（论文）,11,0 | 0 | 11.0周 | 0,理学院,必修
合计设置,必修：14 选修：0,,,,,
