col1,col2,col3,col4,col5,col6,col7
13,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
20,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：19 选修：25,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1110230,复变函数,2,32 | 0 | 0 | 0,理学院,必修
2,A2020530,半导体物理A,4,56 | 8 | 0 | 0,光电工程学院,必修
3,A2020730,微电子器件,4,56 | 8 | 0 | 0,光电工程学院,必修
4,A2020750,硬件描述语言,3,32 | 16 | 0 | 0,光电工程学院,必修
5,A2020810,电子技术实验B,1.5,0 | 24 | 0 | 0,光电工程学院,必修
6,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
7,A2020880,嵌入式系统原理,2,32 | 0 | 0 | 0,光电工程学院,选修
8,A2020390,数字与逻辑电路基础,3,48 | 0 | 0 | 0,光电工程学院,选修
9,A2020400,数字与逻辑电路基础（双语）,3,48 | 0 | 0 | 0,光电工程学院,选修
10,A2020560,单片机原理及应用,2,32 | 0 | 0 | 0,光电工程学院,选修
11,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
12,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
15,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
20,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
21,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
22,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：15 选修：36,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100040,中国近现代史纲要,2,20 | 0 | 0 | 12,马克思主义学院,必修
2,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
3,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
4,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
5,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
6,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
7,A2010561,信号与系统D,3,48 | 0 | 0 | 0,通信与信息工程学院,选修
8,A2020431,电磁场与电磁波(双语)B,3,48 | 0 | 0 | 0,光电工程学院,选修
9,A2020770,电磁场与电磁波B,3,48 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：2.5 选修：15,,,,,
   ( 微电子科学与工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020670,数字集成电路设计A,3,48 | 0 | 0 | 0,光电工程学院,必修
2,A2020640,模拟集成电路设计A,4,64 | 0 | 0 | 0,光电工程学院,必修
3,A2020490,半导体材料与半导体工艺基础,3,32 | 16 | 0 | 0,光电工程学院,必修
4,A2020500,课程设计(半导体工艺),2,0 | 0 | 2.0周 | 0,光电工程学院,必修
5,A2020410,通信电子电路A,3,48 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：12 选修：3,,,,,
   ( 集成电路设计与集成系统专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020670,数字集成电路设计A,3,48 | 0 | 0 | 0,光电工程学院,必修
2,A2020640,模拟集成电路设计A,4,64 | 0 | 0 | 0,光电工程学院,必修
3,A2020490,半导体材料与半导体工艺基础,3,32 | 16 | 0 | 0,光电工程学院,必修
4,A2020500,课程设计(半导体工艺),2,0 | 0 | 2.0周 | 0,光电工程学院,必修
合计设置,必修：12 选修：0,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
2,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
合计设置,必修：6.5 选修：0,,,,,
   ( 微电子科学与工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020680,数字集成电路综合实验,1.5,0 | 0 | 1.5周 | 0,光电工程学院,必修
2,A2020650,模拟集成电路综合实验,1.5,0 | 0 | 1.5周 | 0,光电工程学院,必修
3,A2020700,微电子封装与测试,3,32 | 16 | 0 | 0,光电工程学院,选修
4,A2020550,传感器原理与设计基础,3,48 | 0 | 0 | 0,光电工程学院,选修
5,A2020610,集成电路CAD,3,32 | 16 | 0 | 0,光电工程学院,选修
6,A2020510,半导体功率器件,3,48 | 0 | 0 | 0,光电工程学院,选修
7,A2020450,CMOS射频集成电路,3,48 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：3 选修：15,,,,,
   ( 集成电路设计与集成系统专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020680,数字集成电路综合实验,1.5,0 | 0 | 1.5周 | 0,光电工程学院,必修
2,A2021420,系统芯片(SoC)设计,3,48 | 0 | 0 | 0,光电工程学院,必修
3,A2020650,模拟集成电路综合实验,1.5,0 | 0 | 1.5周 | 0,光电工程学院,必修
4,A2020540,处理器体系结构,3,48 | 0 | 0 | 0,光电工程学院,选修
5,A2010341,通信原理F,3,48 | 0 | 0 | 0,通信与信息工程学院,选修
合计设置,必修：6 选修：6,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
2,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
合计设置,必修：0.5 选修：0,,,,,
   ( 微电子科学与工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005R,毕业实习,3,0 | 0 | 3.0周 | 0,国际半导体学院,必修
2,A2020720,微电子技术学科前沿讲座,1,16 | 0 | 0 | 0,光电工程学院,必修
3,A2020520,半导体器件模拟仿真,2,16 | 16 | 0 | 0,光电工程学院,选修
4,A2020620,集成电路版图设计,2,16 | 16 | 0 | 0,光电工程学院,选修
5,A2020470,SoC设计基础,2,32 | 0 | 0 | 0,光电工程学院,选修
6,A2021400,纳米材料与纳米器件,2,32 | 0 | 0 | 0,光电工程学院,选修
7,A2021410,专业英语(微电子),2,32 | 0 | 0 | 0,光电工程学院,选修
8,A2021410,专业英语(微电子),2,32 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：4 选修：12,,,,,
   ( 集成电路设计与集成系统专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005R,毕业实习,3,0 | 0 | 3.0周 | 0,国际半导体学院,必修
2,A2020630,集成电路前沿技术讲座,1,16 | 0 | 0 | 0,光电工程学院,必修
3,A2020600,混合信号集成电路设计,2,32 | 0 | 0 | 0,光电工程学院,选修
4,A2021460,VLSI数字信号处理B,2,32 | 0 | 0 | 0,光电工程学院,选修
5,A2021410,专业英语(微电子),2,32 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：4 选修：6,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
   ( 微电子科学与工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006U,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,国际半导体学院,必修
合计设置,必修：10 选修：0,,,,,
   ( 集成电路设计与集成系统专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006U,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,国际半导体学院,必修
合计设置,必修：10 选修：0,,,,,
