col1,col2,col3,col4,col5,col6,col7
12,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：18.5 选修：20,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040300,课程设计（计算机网络）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2040100,数据库原理,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
3,A2040030,操作系统,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
4,A2040050,计算机网络B,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
5,A2040630,应用密码学,4,48 | 16 | 0 | 0,网络空间安全与信息法学院,必修
6,A2040200,课程设计(操作系统),1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
7,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
8,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
9,A1110180,数学建模B,2,32 | 0 | 0 | 0,理学院,选修
10,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
11,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
12,A2110180,计算方法,2,32 | 0 | 0 | 0,理学院,选修
13,A2040360,面向对象程序设计-C++,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
14,A2040370,面向对象程序设计-JAVA,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
15,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
16,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
20,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
21,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
22,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
23,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：16.5 选修：36,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100040,中国近现代史纲要,2,20 | 0 | 0 | 12,马克思主义学院,必修
2,A2040520,网络安全A,4,48 | 16 | 0 | 0,网络空间安全与信息法学院,必修
3,A2040530,网络安全实验,1,0 | 16 | 0 | 0,网络空间安全与信息法学院,必修
4,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
5,A2140010,金工实习B,1,0 | 0 | 1.0周 | 0,先进制造工程学院,必修
6,A2040280,计算机取证技术,2.5,24 | 16 | 0 | 0,网络空间安全与信息法学院,必修
7,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
8,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
9,A2040060,计算机组织与结构,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,选修
10,A2040260,汇编语言与逆向分析,3.5,40 | 16 | 0 | 0,网络空间安全与信息法学院,选修
11,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
12,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：12 选修：13,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040570,信息安全实训,2,0 | 0 | 2.0周 | 0,网络空间安全与信息法学院,必修
2,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
3,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
4,A2040600,信息系统安全,2.5,40 | 0 | 0 | 0,网络空间安全与信息法学院,选修
5,A2040511,算法分析与设计C,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040420,软件安全,2.5,40 | 0 | 0 | 0,网络空间安全与信息法学院,选修
7,A2040091,软件工程B,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：8.5 选修：9,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005D,毕业实习,3,0 | 0 | 3.0周 | 0,计算机科学与技术学院,必修
2,A2040590,信息安全综合实践,2,0 | 0 | 2.0周 | 0,网络空间安全与信息法学院,必修
3,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
4,A2040220,大数据分析与处理,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
5,A2040650,云计算与大数据综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,选修
6,A2040760,网络空间安全前沿,1,16 | 0 | 0 | 0,网络空间安全与信息法学院,选修
合计设置,必修：5 选修：5,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006F,毕业设计（论文）,12,0 | 0 | 12.0周 | 0,计算机科学与技术学院,必修
合计设置,必修：12 选修：0,,,,,
