col1,col2,col3,col4,col5,col6,col7
12,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：11.5 选修：27.5,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100040,中国近现代史纲要,2,20 | 0 | 0 | 12,马克思主义学院,必修
2,A2030490,工程项目管理,4,64 | 0 | 0 | 0,经济管理学院,必修
3,A2030720,智能楼宇工程模拟仿真,2,0 | 0 | 2.0周 | 0,经济管理学院,必修
4,A2031280,统计软件应用实践,1,0 | 0 | 1.0周 | 0,经济管理学院,必修
5,A2031290,统计学,3,48 | 0 | 0 | 0,经济管理学院,必修
6,A200004B,企业调查,1,0 | 0 | 1.0周 | 0,经济管理学院,必修
7,A2010330,通信施工技术实验,2,0 | 32 | 0 | 0,通信与信息工程学院,必修
8,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
9,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
10,A1030090,电子商务概论,2,32 | 0 | 0 | 0,经济管理学院,选修
11,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
12,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1030040,数据库系统应用,3,32 | 16 | 0 | 0,经济管理学院,选修
14,A2031040,会计学,3,48 | 0 | 0 | 0,经济管理学院,选修
15,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
16,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
20,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
21,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
22,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
23,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：15.5 选修：34,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2030460,工程管理信息处理技能培训,2,0 | 0 | 2.0周 | 0,经济管理学院,必修
2,A2030470,工程管理信息化与信息技术应用（BIM）,3,48 | 0 | 0 | 0,经济管理学院,必修
3,A2030520,工程造价管理,2.5,40 | 0 | 0 | 0,经济管理学院,必修
4,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
5,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
6,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
7,A2030600,可行性研究财务评价实验,1,0 | 16 | 0 | 0,经济管理学院,选修
8,A2031590,通信网规划与管理,2,24 | 8 | 0 | 0,经济管理学院,选修
9,A2031600,通信组织与运营管理,3,48 | 0 | 0 | 0,经济管理学院,选修
10,A2030500,工程项目管理沙盘实训,1,0 | 0 | 1.0周 | 0,经济管理学院,选修
11,A2030540,管理信息系统,2,32 | 0 | 0 | 0,经济管理学院,选修
12,A2030040,工程经济学,2,32 | 0 | 0 | 0,经济管理学院,选修
13,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：14 选修：17,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2030670,通信工程概预算,2.5,24 | 16 | 0 | 0,经济管理学院,必修
2,A2030480,工程监理,3,48 | 0 | 0 | 0,经济管理学院,必修
3,A2030910,工程招投标与合同管理,2,32 | 0 | 0 | 0,经济管理学院,必修
4,A200001B,认识实习,1,0 | 0 | 1.0周 | 0,经济管理学院,必修
5,A2030330,BIM施工管理实训,2,0 | 0 | 2.0周 | 0,经济管理学院,必修
6,A2030440,课程设计（工程估价）,1,0 | 0 | 1.0周 | 0,经济管理学院,必修
7,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
8,A2070160,经济法B,2,32 | 0 | 0 | 0,网络空间安全与信息法学院,选修
9,A2030420,工程材料与施工技术,3,48 | 0 | 0 | 0,经济管理学院,选修
10,A2031180,商务谈判,2,32 | 0 | 0 | 0,经济管理学院,选修
合计设置,必修：12 选修：7,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005C,毕业实习,4,0 | 0 | 4.0周 | 0,经济管理学院,必修
2,A2030510,工程项目管理综合技能实训,2,0 | 0 | 2.0周 | 0,经济管理学院,必修
3,A2030630,施工组织技能培训,2,0 | 0 | 2.0周 | 0,经济管理学院,必修
4,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
5,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
6,A2030230,通信经济学,3,48 | 0 | 0 | 0,经济管理学院,选修
7,A2030450,工程管理案例,2,32 | 0 | 0 | 0,经济管理学院,选修
8,A2030030,房地产开发与运营,2,32 | 0 | 0 | 0,经济管理学院,选修
9,A2031780,企业经营管理综合仿真实习,3,0 | 0 | 3.0周 | 0,经济管理学院,选修
合计设置,必修：8.5 选修：10,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006E,毕业设计（论文）,12,0 | 0 | 12.0周 | 0,经济管理学院,必修
合计设置,必修：12 选修：0,,,,,
