col1,col2,col3,col4,col5,col6,col7
11,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
12,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
13,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
14,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
20,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
21,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：24 选修：20,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080800,自动化与电气工程类基础实验,2,0 | 32 | 0 | 0,自动化学院,必修
2,A2080810,自动控制原理A,4,64 | 0 | 0 | 0,自动化学院,必修
3,A2080820,单片机系统基础实验,1.5,0 | 24 | 0 | 0,自动化学院,必修
4,A2080110,传感器与自动检测技术,2.5,40 | 0 | 0 | 0,自动化学院,必修
5,A2020390,数字与逻辑电路基础,3,48 | 0 | 0 | 0,光电工程学院,必修
6,A2021230,数字电路与逻辑设计实验B,1,0 | 16 | 0 | 0,光电工程学院,必修
7,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
8,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
9,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
10,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
11,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
12,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：14.5 选修：26,,,,,
   ( 电气工程及其自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2081040,专业实习,0.5,0 | 0 | 0.5周 | 0,自动化学院,必修
2,A2080140,电机学,4,64 | 0 | 0 | 0,自动化学院,必修
3,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
4,A2080250,电气工程专业概论,0.5,8 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：5.5 选修：0.5,,,,,
   ( 测控技术与仪器专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2081040,专业实习,0.5,0 | 0 | 0.5周 | 0,自动化学院,必修
2,A2080420,课程设计（传感器与检测技术）,1.5,0 | 0 | 1.5周 | 0,自动化学院,必修
3,A2080090,测量原理,2,32 | 0 | 0 | 0,自动化学院,必修
4,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
5,A2080060,测控专业概论,0.5,8 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：5 选修：0.5,,,,,
   ( 物联网工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2081040,专业实习,0.5,0 | 0 | 0.5周 | 0,自动化学院,必修
2,A2080940,物联网通信技术基础,3,48 | 0 | 0 | 0,自动化学院,必修
3,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
合计设置,必修：4.5 选修：0,,,,,
   ( 自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2081040,专业实习,0.5,0 | 0 | 0.5周 | 0,自动化学院,必修
2,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
3,A2080760,自动化（专业）概论,0.5,8 | 0 | 0 | 0,自动化学院,选修
4,A2080290,高级软件设计,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：1.5 选修：2.5,,,,,
   ( 智能电网信息工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2081040,专业实习,0.5,0 | 0 | 0.5周 | 0,自动化学院,必修
2,A2080140,电机学,4,64 | 0 | 0 | 0,自动化学院,必修
3,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
4,A2080680,智能电网信息工程专业概论,0.5,8 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：5.5 选修：0.5,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080121,微控制器原理及应用,2.5,40 | 0 | 0 | 0,自动化学院,必修
2,A2080790,自动化与电气工程类工程实验,2,0 | 32 | 0 | 0,自动化学院,必修
3,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
4,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
5,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
6,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
7,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：5 选修：6,,,,,
   ( 测控技术与仪器专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080100,测试信号分析与处理,2,32 | 0 | 0 | 0,自动化学院,必修
2,A2080030,测控电路,2,32 | 0 | 0 | 0,自动化学院,必修
3,A2080620,误差理论与数据处理,2,32 | 0 | 0 | 0,自动化学院,必修
4,A2140310,机械工程基础,3,48 | 0 | 0 | 0,先进制造工程学院,选修
合计设置,必修：6 选修：3,,,,,
   ( 自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080150,电机与拖动基础,3,48 | 0 | 0 | 0,自动化学院,必修
2,A2080180,电力电子技术,2.5,40 | 0 | 0 | 0,自动化学院,必修
3,A2080340,计算机控制技术,2,32 | 0 | 0 | 0,自动化学院,必修
4,A2080490,课程设计（自动控制原理）,1.5,0 | 0 | 1.5周 | 0,自动化学院,必修
5,A2080640,现代控制理论,2,32 | 0 | 0 | 0,自动化学院,必修
6,A2080780,自动化网络技术,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：11 选修：2,,,,,
   ( 电气工程及其自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080180,电力电子技术,2.5,40 | 0 | 0 | 0,自动化学院,必修
2,A2080430,课程设计（电力电子技术）,1.5,0 | 0 | 1.5周 | 0,自动化学院,必修
3,A2080200,电力系统分析,4,64 | 0 | 0 | 0,自动化学院,必修
4,A2080220,电力系统自动化,2,32 | 0 | 0 | 0,自动化学院,必修
5,A2080130,低压电器及其控制技术（含可编程控制技术）,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：10 选修：2,,,,,
   ( 智能电网信息工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080180,电力电子技术,2.5,40 | 0 | 0 | 0,自动化学院,必修
2,A2080200,电力系统分析,4,64 | 0 | 0 | 0,自动化学院,必修
3,A2080750,课程设计（智能配用电技术）,1.5,0 | 0 | 1.5周 | 0,自动化学院,必修
4,A2080220,电力系统自动化,2,32 | 0 | 0 | 0,自动化学院,选修
5,A2080740,智能配用电技术,4,64 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：8 选修：6,,,,,
   ( 物联网工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080900,无线传感器网络,2,32 | 0 | 0 | 0,自动化学院,必修
2,A2080910,物联网安全技术,2,32 | 0 | 0 | 0,自动化学院,必修
3,A2080980,物联网自动识别技术,2,32 | 0 | 0 | 0,自动化学院,必修
4,A2080870,课程设计（物联网节点设计）,1.5,0 | 0 | 1.5周 | 0,自动化学院,必修
5,A2080960,物联网智能信息处理与云计算,2.5,40 | 0 | 0 | 0,自动化学院,必修
6,A2080291,物联网高级软件开发,3,48 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：10 选修：3,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
2,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
合计设置,必修：6.5 选修：0,,,,,
   ( 测控技术与仪器专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080730,智能仪器仪表,2.5,40 | 0 | 0 | 0,自动化学院,必修
2,A2080410,复杂测控工程系统设计,2,0 | 0 | 2.0周 | 0,自动化学院,必修
3,A2080070,测控专业实验,2,0 | 32 | 0 | 0,自动化学院,必修
4,A2081080,自动测试系统与虚拟仪器,2.5,40 | 0 | 0 | 0,自动化学院,选修
5,A2080570,嵌入式系统及应用,2,32 | 0 | 0 | 0,自动化学院,选修
6,A2080040,测控网络与通信技术,2,32 | 0 | 0 | 0,自动化学院,选修
7,A2080050,测控系统工程设计,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：6.5 选修：8.5,,,,,
   ( 自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080550,控制专业实验,2,0 | 32 | 0 | 0,自动化学院,必修
2,A2080661,运动控制系统B,2,32 | 0 | 0 | 0,自动化学院,选修
3,A2080320,过程控制系统,2,32 | 0 | 0 | 0,自动化学院,选修
4,A2080400,可编程控制技术及应用,2,32 | 0 | 0 | 0,自动化学院,选修
5,A2080590,网络控制技术,2,32 | 0 | 0 | 0,自动化学院,选修
6,A2080570,嵌入式系统及应用,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：2 选修：10,,,,,
   ( 智能电网信息工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080690,智能电网信息工程专业实验,2,0 | 32 | 0 | 0,自动化学院,必修
2,A2080190,电力通信技术及应用,2,32 | 0 | 0 | 0,自动化学院,必修
3,A2080460,复杂智能电网信息工程系统设计,2,0 | 0 | 2.0周 | 0,自动化学院,必修
4,A2080210,电力系统继电保护,2.5,40 | 0 | 0 | 0,自动化学院,选修
5,A2080570,嵌入式系统及应用,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：6 选修：4.5,,,,,
   ( 物联网工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080970,物联网专业实验,2,0 | 32 | 0 | 0,自动化学院,必修
2,A2080880,复杂物联网工程系统设计,2,0 | 0 | 2.0周 | 0,自动化学院,必修
3,A2080840,工业无线技术及应用,2,32 | 0 | 0 | 0,自动化学院,选修
4,A2080920,物联网测试技术,2,32 | 0 | 0 | 0,自动化学院,选修
5,A2080950,物联网系统设计与仿真,2,32 | 0 | 0 | 0,自动化学院,选修
6,A2081010,移动应用软件设计与开发,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：4 选修：8,,,,,
   ( 电气工程及其自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2080260,电气工程专业实验,2,0 | 32 | 0 | 0,自动化学院,必修
2,A2080440,复杂电气工程系统设计,2,0 | 0 | 2.0周 | 0,自动化学院,必修
3,A2080660,运动控制系统A,3,48 | 0 | 0 | 0,自动化学院,选修
4,A2080310,供配电技术,2,32 | 0 | 0 | 0,自动化学院,选修
5,A2080210,电力系统继电保护,2.5,40 | 0 | 0 | 0,自动化学院,选修
6,A2080190,电力通信技术及应用,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：4 选修：9.5,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
2,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
合计设置,必修：0.5 选修：0,,,,,
   ( 电气工程及其自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005I,毕业实习,2,0 | 0 | 2.0周 | 0,自动化学院,必修
2,A2080270,电气工程综合实验,2,0 | 32 | 0 | 0,自动化学院,必修
3,A2080240,电气工程及其自动化工程实验,2,0 | 32 | 0 | 0,自动化学院,选修
4,A2080650,新能源发电与并网技术,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：4 选修：4,,,,,
   ( 测控技术与仪器专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005I,毕业实习,2,0 | 0 | 2.0周 | 0,自动化学院,必修
2,A2080080,测控综合实验,2,0 | 32 | 0 | 0,自动化学院,必修
3,A2080020,测控工程实验,2,0 | 32 | 0 | 0,自动化学院,选修
4,A2080340,计算机控制技术,2,32 | 0 | 0 | 0,自动化学院,选修
5,A2080900,无线传感器网络,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：4 选修：6,,,,,
   ( 物联网工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005I,毕业实习,2,0 | 0 | 2.0周 | 0,自动化学院,必修
2,A2080990,物联网综合实验,2,0 | 32 | 0 | 0,自动化学院,必修
3,A2080930,物联网工程实验,2,0 | 32 | 0 | 0,自动化学院,选修
4,A2080830,工业4.0与工业互联网,2,32 | 0 | 0 | 0,自动化学院,选修
5,A2081030,智能家居与智慧城市,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：4 选修：6,,,,,
   ( 自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005I,毕业实习,2,0 | 0 | 2.0周 | 0,自动化学院,必修
2,A2080480,复杂控制工程系统设计,2,0 | 0 | 2.0周 | 0,自动化学院,必修
3,A2080560,控制综合实验,2,0 | 32 | 0 | 0,自动化学院,必修
4,A2080330,机电系统与机器人,2,32 | 0 | 0 | 0,自动化学院,选修
5,A2080830,工业4.0与工业互联网,2,32 | 0 | 0 | 0,自动化学院,选修
6,A2080770,自动化工程实验,2,0 | 0 | 2.0周 | 0,自动化学院,选修
7,A2080710,智能控制与人工智能,2,32 | 0 | 0 | 0,自动化学院,选修
合计设置,必修：6 选修：8,,,,,
   ( 智能电网信息工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005I,毕业实习,2,0 | 0 | 2.0周 | 0,自动化学院,必修
2,A2080700,智能电网信息工程综合实验,2,0 | 32 | 0 | 0,自动化学院,必修
3,A2080230,电气测控与仪表,2,32 | 0 | 0 | 0,自动化学院,选修
4,A2080650,新能源发电与并网技术,2,32 | 0 | 0 | 0,自动化学院,选修
5,A2080670,智能电网信息工程实验,2,0 | 32 | 0 | 0,自动化学院,选修
合计设置,必修：4 选修：6,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
   ( 自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006K,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,自动化学院,必修
合计设置,必修：10 选修：0,,,,,
   ( 智能电网信息工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006K,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,自动化学院,必修
合计设置,必修：10 选修：0,,,,,
   ( 物联网工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006K,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,自动化学院,必修
合计设置,必修：10 选修：0,,,,,
   ( 电气工程及其自动化专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006K,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,自动化学院,必修
合计设置,必修：10 选修：0,,,,,
   ( 测控技术与仪器专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006K,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,自动化学院,必修
合计设置,必修：10 选修：0,,,,,
