col1,col2,col3,col4,col5,col6,col7
10,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
11,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
12,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：18.5 选修：20,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
2,A2010562,信号与系统C,3.5,56 | 0 | 0 | 0,通信与信息工程学院,必修
3,A2020360,电子电路基础A,3.5,56 | 0 | 0 | 0,光电工程学院,必修
4,A2020430,电磁场与电磁波(双语)A,3.5,56 | 0 | 0 | 0,光电工程学院,必修
5,A2020810,电子技术实验B,1.5,0 | 24 | 0 | 0,光电工程学院,必修
6,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
7,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
8,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
9,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
10,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
11,A2020390,数字与逻辑电路基础,3,48 | 0 | 0 | 0,光电工程学院,选修
12,A2020400,数字与逻辑电路基础（双语）,3,48 | 0 | 0 | 0,光电工程学院,选修
13,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
14,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
20,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
21,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：19.5 选修：32,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
2,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
3,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
4,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
5,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：0.5 选修：6,,,,,
   ( 电子信息科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2010342,通信原理E,4,56 | 8 | 0 | 0,通信与信息工程学院,必修
2,A2020410,通信电子电路A,3,48 | 0 | 0 | 0,光电工程学院,必修
3,A2020531,半导体物理B,3.5,56 | 0 | 0 | 0,光电工程学院,必修
4,A2020860,课程设计（电路及电子综合设计）,1,0 | 0 | 1.0周 | 0,光电工程学院,必修
5,A2021140,电子电路仿真设计实验,1,0 | 16 | 0 | 0,光电工程学院,必修
6,A2021170,集中上机（通信系统MATLAB仿真）,1,0 | 16 | 0 | 0,光电工程学院,必修
7,A2020690,数字系统与单片机,3,16 | 32 | 0 | 0,光电工程学院,选修
8,A2040150,微机原理与接口技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：13.5 选修：5,,,,,
   ( 电子科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2010341,通信原理F,3,48 | 0 | 0 | 0,通信与信息工程学院,必修
2,A1040070,微机原理与接口技术（微处理器原理与应用）,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
3,A2020410,通信电子电路A,3,48 | 0 | 0 | 0,光电工程学院,必修
4,A2020531,半导体物理B,3.5,56 | 0 | 0 | 0,光电工程学院,必修
5,A2020860,课程设计（电路及电子综合设计）,1,0 | 0 | 1.0周 | 0,光电工程学院,必修
6,A2021140,电子电路仿真设计实验,1,0 | 16 | 0 | 0,光电工程学院,必修
7,A2020690,数字系统与单片机,3,16 | 32 | 0 | 0,光电工程学院,选修
8,A2020570,电子设计与电子系统,3,16 | 32 | 0 | 0,光电工程学院,选修
合计设置,必修：14.5 选修：6,,,,,
   ( 光电信息科学与工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020270,物理光学,2.5,40 | 0 | 0 | 0,光电工程学院,必修
2,A2020310,信息光学与光信息处理,3,48 | 0 | 0 | 0,光电工程学院,必修
3,A2020320,专业基础导论,3,48 | 0 | 0 | 0,光电工程学院,必修
4,A2020330,应用光学,2,32 | 0 | 0 | 0,光电工程学院,必修
5,A2021160,光电子技术及应用,3,48 | 0 | 0 | 0,光电工程学院,必修
6,A2020190,集成光学,3,48 | 0 | 0 | 0,光电工程学院,选修
7,A2021490,光电信息综合实验,3,0 | 48 | 0 | 0,光电工程学院,选修
合计设置,必修：13.5 选修：6,,,,,
   ( 电磁场与无线技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020780,电磁工程仿真与设计,2,8 | 24 | 0 | 0,光电工程学院,必修
2,A2020920,天线原理,3,48 | 0 | 0 | 0,光电工程学院,必修
3,A2020930,微波工程,2.5,40 | 0 | 0 | 0,光电工程学院,必修
4,A2020970,现代微波测量技术,1.5,8 | 16 | 0 | 0,光电工程学院,必修
5,A2020980,天线设计与测试实验,2,0 | 32 | 0 | 0,光电工程学院,必修
6,A2021140,电子电路仿真设计实验,1,0 | 16 | 0 | 0,光电工程学院,选修
7,A2020410,通信电子电路A,3,48 | 0 | 0 | 0,光电工程学院,选修
8,A2020641,模拟集成电路设计B,3,40 | 8 | 0 | 0,光电工程学院,选修
9,A2020860,课程设计（电路及电子综合设计）,1,0 | 0 | 1.0周 | 0,光电工程学院,选修
合计设置,必修：11 选修：8,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
合计设置,必修：0.5 选修：0,,,,,
   ( 电子科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2021160,光电子技术及应用,3,48 | 0 | 0 | 0,光电工程学院,必修
2,A2021260,现代电路理论及技术,2.5,40 | 0 | 0 | 0,光电工程学院,必修
3,A2021210,射频微波电路设计实验,1,0 | 16 | 0 | 0,光电工程学院,必修
4,A2021051,射频微波电路设计B,2.5,40 | 0 | 0 | 0,光电工程学院,必修
5,A2021130,电子材料与元器件,2,32 | 0 | 0 | 0,光电工程学院,选修
6,A2021250,无线通信系统原理与应用,2,32 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：9 选修：4,,,,,
   ( 电子信息科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2021270,专业综合案例分析（研讨）（一）,1,16 | 0 | 0 | 0,光电工程学院,必修
2,A2021040,计算机算法与程序设计,3,32 | 16 | 0 | 0,光电工程学院,必修
3,A2020370,开关电路原理,3,32 | 16 | 0 | 0,光电工程学院,必修
4,A2010260,数字信号处理A,3,48 | 0 | 0 | 0,通信与信息工程学院,必修
5,A2010011,DSP原理与应用B,2,16 | 16 | 0 | 0,通信与信息工程学院,选修
6,A2020570,电子设计与电子系统,3,16 | 32 | 0 | 0,光电工程学院,选修
7,A2020671,数字集成电路设计B,2,32 | 0 | 0 | 0,光电工程学院,选修
8,A2020440,ARM综合设计及应用,2,16 | 16 | 0 | 0,光电工程学院,选修
9,A2020460,FPGA综合设计（案例分析）,2,16 | 16 | 0 | 0,光电工程学院,选修
10,A2020900,射频识别技术,2,32 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：10 选修：13,,,,,
   ( 电磁场与无线技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020950,无线传播与网络规划,2,24 | 8 | 0 | 0,光电工程学院,必修
2,A2020910,射频微波电路原理,4,64 | 0 | 0 | 0,光电工程学院,必修
3,A2020990,射频微波电路设计与测试实验,2,0 | 32 | 0 | 0,光电工程学院,必修
4,A2021010,通信系统仿真（Matlab）,2,16 | 16 | 0 | 0,光电工程学院,必修
5,A2010342,通信原理E,4,56 | 8 | 0 | 0,通信与信息工程学院,必修
6,A1040070,微机原理与接口技术（微处理器原理与应用）,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
7,A2020690,数字系统与单片机,3,16 | 32 | 0 | 0,光电工程学院,选修
8,A2020870,课程设计（天线综合设计与仿真）,1,0 | 0 | 1.0周 | 0,光电工程学院,选修
9,A2021470,课程设计（射频微波电路综合设计与仿真）,1,0 | 0 | 1.0周 | 0,光电工程学院,选修
合计设置,必修：14 选修：8,,,,,
   ( 光电信息科学与工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020260,微光机电系统,2,32 | 0 | 0 | 0,光电工程学院,必修
2,A2020030,光传输技术,2,32 | 0 | 0 | 0,光电工程学院,必修
3,A2020050,光电检测技术,2.5,40 | 0 | 0 | 0,光电工程学院,必修
4,A2020060,光电显示技术,2,32 | 0 | 0 | 0,光电工程学院,必修
5,A2021520,课程设计(光信息处理系统设计),1,0 | 0 | 1.0周 | 0,光电工程学院,选修
6,A2020200,计算机辅助光学测量技术,2,32 | 0 | 0 | 0,光电工程学院,选修
7,A2020230,课程设计(光学系统设计-Zemax、OSLO),1,0 | 0 | 1.0周 | 0,光电工程学院,选修
8,A2020240,数字成像技术,2,32 | 0 | 0 | 0,光电工程学院,选修
9,A2020180,基于MATLAB的光学仿真,2,8 | 24 | 0 | 0,光电工程学院,选修
10,A2020020,辐射度学与光度学,2,32 | 0 | 0 | 0,光电工程学院,选修
11,A2020070,光电新技术讲座,1,16 | 0 | 0 | 0,光电工程学院,选修
12,A2020040,光电传感器及其应用,2,32 | 0 | 0 | 0,光电工程学院,选修
13,A2020860,课程设计（电路及电子综合设计）,1,0 | 0 | 1.0周 | 0,光电工程学院,选修
14,A2020340,专业英语,2,32 | 0 | 0 | 0,光电工程学院,选修
15,A2021490,光电信息综合实验,3,0 | 48 | 0 | 0,光电工程学院,选修
合计设置,必修：8.5 选修：19,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
2,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
合计设置,必修：0.5 选修：0,,,,,
   ( 电子科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005B,毕业实习,3,0 | 0 | 3.0周 | 0,光电工程学院,必修
2,A2020641,模拟集成电路设计B,3,40 | 8 | 0 | 0,光电工程学院,必修
3,A2021150,电子科学与技术前沿技术讲座,1,16 | 0 | 0 | 0,光电工程学院,必修
4,A2021180,可编程逻辑器件与设计,2.5,24 | 16 | 0 | 0,光电工程学院,必修
5,A2021240,无线传感器及网络,2,32 | 0 | 0 | 0,光电工程学院,选修
6,A2020900,射频识别技术,2,32 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：9.5 选修：4,,,,,
   ( 光电信息科学与工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005B,毕业实习,3,0 | 0 | 3.0周 | 0,光电工程学院,必修
2,A2020290,光电显示与照明综合实验,2,0 | 32 | 0 | 0,光电工程学院,必修
3,A2021480,光电感测与传输综合实验,2,0 | 32 | 0 | 0,光电工程学院,必修
4,A2020010,半导体照明原理与应用,2,32 | 0 | 0 | 0,光电工程学院,选修
5,A2020120,光谱测量技术,2,32 | 0 | 0 | 0,光电工程学院,选修
6,A2020150,光电器件及测量,2,32 | 0 | 0 | 0,光电工程学院,选修
7,A2020210,课程设计(光电综合设计),1,0 | 0 | 1.0周 | 0,光电工程学院,选修
8,A2020250,课程设计（照明系统设计-Trace pro）,1,0 | 0 | 1.0周 | 0,光电工程学院,选修
9,A2021500,光伏技术及应用,2,32 | 0 | 0 | 0,光电工程学院,选修
10,A2021510,课程设计（光传输系统设计）,1,0 | 0 | 1.0周 | 0,光电工程学院,选修
合计设置,必修：7 选修：11,,,,,
   ( 电子信息科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005B,毕业实习,3,0 | 0 | 3.0周 | 0,光电工程学院,必修
2,A2020380,软件无线电技术,3,32 | 16 | 0 | 0,光电工程学院,必修
3,A2021280,专业综合案例分析（研讨）（二）,1.5,24 | 0 | 0 | 0,光电工程学院,必修
4,A2021050,射频微波电路设计A,3,32 | 16 | 0 | 0,光电工程学院,选修
5,A2021030,光电系统及设计概论,2.5,40 | 0 | 0 | 0,光电工程学院,选修
6,A2010870,现代通信网概论,2.5,40 | 0 | 0 | 0,通信与信息工程学院,选修
合计设置,必修：7.5 选修：8,,,,,
   ( 电磁场与无线技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2020960,无线通信系统与应用,2,32 | 0 | 0 | 0,光电工程学院,必修
2,A2020890,射频集成电路设计,2,32 | 0 | 0 | 0,光电工程学院,选修
3,A2020840,毫米波理论与技术,2,32 | 0 | 0 | 0,光电工程学院,选修
合计设置,必修：2 选修：4,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
   ( 电磁场与无线技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005B,毕业实习,3,0 | 0 | 3.0周 | 0,光电工程学院,必修
2,A200006B,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,光电工程学院,必修
合计设置,必修：13 选修：0,,,,,
   ( 电子信息科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006B,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,光电工程学院,必修
合计设置,必修：10 选修：0,,,,,
   ( 电子科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006B,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,光电工程学院,必修
合计设置,必修：10 选修：0,,,,,
   ( 光电信息科学与工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006B,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,光电工程学院,必修
合计设置,必修：10 选修：0,,,,,
