col1,col2,col3,col4,col5,col6,col7
11,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
12,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：21.5 选修：20,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2010970,工程实践,1,0 | 0 | 4.0周 | 0,通信与信息工程学院,必修
2,A2021350,电子电路基础B,3.5,40 | 16 | 0 | 0,光电工程学院,必修
3,A2010530,现代通信网络A,4,64 | 0 | 0 | 0,通信与信息工程学院,必修
4,A2010562,信号与系统C,3.5,56 | 0 | 0 | 0,通信与信息工程学院,必修
5,A2010770,通信软件基础B,2,16 | 16 | 0 | 0,通信与信息工程学院,必修
6,A2010820,无线通信电波传播与天线,3,40 | 8 | 0 | 0,通信与信息工程学院,必修
7,A1100030,马克思主义基本原理,3,32 | 0 | 0 | 16,马克思主义学院,必修
8,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
9,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
10,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
11,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
12,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
14,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
20,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
21,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：20.5 选修：26,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100040,中国近现代史纲要,2,20 | 0 | 0 | 12,马克思主义学院,必修
2,A2010660,数据网络综合实训,2,0 | 32 | 0 | 0,通信与信息工程学院,必修
3,A2010750,数字信号处理B,2.5,40 | 0 | 0 | 0,通信与信息工程学院,必修
4,A2010550,信号处理实验,1,0 | 16 | 0 | 0,通信与信息工程学院,必修
5,A2010340,通信原理A,5,72 | 8 | 0 | 0,通信与信息工程学院,必修
6,A2010070,电信传输理论与工程,3.5,56 | 0 | 0 | 0,通信与信息工程学院,必修
7,A2011040,综合项目设计,1,0 | 0 | 3.0周 | 0,通信与信息工程学院,必修
8,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
9,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
10,A2010431,微波与卫星通信A,3.5,40 | 16 | 0 | 0,通信与信息工程学院,选修
11,A2010590,移动互联网应用开发(1),2,16 | 16 | 0 | 0,通信与信息工程学院,选修
12,A2010860,通信网络理论,3,48 | 0 | 0 | 0,通信与信息工程学院,选修
13,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
15,A2010040,大数据技术及应用,3,16 | 32 | 0 | 0,通信与信息工程学院,选修
16,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：17.5 选修：17.5,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2011360,传输工程综合实训B,1.5,0 | 24 | 0 | 0,通信与信息工程学院,必修
2,A2011410,移动通信综合实训B,1.5,0 | 24 | 0 | 0,通信与信息工程学院,必修
3,A2010290,通信前沿技术,0.5,8 | 0 | 0 | 0,通信与信息工程学院,必修
4,A2010612,移动通信A,3.5,56 | 0 | 0 | 0,通信与信息工程学院,必修
5,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
6,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
7,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
8,A2010600,移动互联网应用开发(2),2,16 | 16 | 0 | 0,通信与信息工程学院,选修
9,A2011110,高级网络协议与技术,4,48 | 16 | 0 | 0,通信与信息工程学院,选修
10,A2011430,通信系统建模与仿真,3,32 | 16 | 0 | 0,通信与信息工程学院,选修
11,A2010490,无线网络规划与优化,3,16 | 32 | 0 | 0,通信与信息工程学院,选修
12,A2010510,物联网技术与应用,2,32 | 0 | 0 | 0,通信与信息工程学院,选修
13,A2010390,网络安全技术与应用,3,32 | 16 | 0 | 0,通信与信息工程学院,选修
合计设置,必修：13.5 选修：17,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2010950,IT项目组织与管理,1,0 | 0 | 1.0周 | 0,通信与信息工程学院,必修
2,A2010980,企业工程实习,2,0 | 0 | 12.0周 | 0,通信与信息工程学院,必修
3,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
合计设置,必修：3.5 选修：0,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006A,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,通信与信息工程学院,必修
合计设置,必修：10 选修：0,,,,,
