col1,col2,col3,col4,col5,col6,col7
13,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：4.5 选修：20,,,,,
   ( 地理信息科学专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040210,测量与地图学,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
2,A200001C,认识实习,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2021060,数字电路与逻辑设计实验A,2,0 | 32 | 0 | 0,光电工程学院,必修
4,A2021070,数字电路与逻辑设计,3.5,56 | 0 | 0 | 0,光电工程学院,必修
5,A1110140,概率论与数理统计,3,48 | 0 | 0 | 0,理学院,必修
6,A2040470,数据结构,4.5,56 | 16 | 0 | 0,计算机科学与技术学院,必修
合计设置,必修：17 选修：0,,,,,
   ( 计算机科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200001C,认识实习,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2020390,数字与逻辑电路基础,3,48 | 0 | 0 | 0,光电工程学院,必修
3,A2021020,电路与模拟电子技术B,2,32 | 0 | 0 | 0,光电工程学院,必修
4,A2021060,数字电路与逻辑设计实验A,2,0 | 32 | 0 | 0,光电工程学院,必修
5,A1110140,概率论与数理统计,3,48 | 0 | 0 | 0,理学院,必修
6,A2040470,数据结构,4.5,56 | 16 | 0 | 0,计算机科学与技术学院,必修
合计设置,必修：15.5 选修：0,,,,,
   ( 信息安全专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200001C,认识实习,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2021060,数字电路与逻辑设计实验A,2,0 | 32 | 0 | 0,光电工程学院,必修
3,A2021070,数字电路与逻辑设计,3.5,56 | 0 | 0 | 0,光电工程学院,必修
4,A1110140,概率论与数理统计,3,48 | 0 | 0 | 0,理学院,必修
5,A2040470,数据结构,4.5,56 | 16 | 0 | 0,计算机科学与技术学院,必修
合计设置,必修：14 选修：0,,,,,
   ( 空间信息与数字技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200001C,认识实习,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2021060,数字电路与逻辑设计实验A,2,0 | 32 | 0 | 0,光电工程学院,必修
3,A2021070,数字电路与逻辑设计,3.5,56 | 0 | 0 | 0,光电工程学院,必修
4,A1110140,概率论与数理统计,3,48 | 0 | 0 | 0,理学院,必修
5,A2040470,数据结构,4.5,56 | 16 | 0 | 0,计算机科学与技术学院,必修
合计设置,必修：14 选修：0,,,,,
   ( 智能科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200001C,认识实习,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2021060,数字电路与逻辑设计实验A,2,0 | 32 | 0 | 0,光电工程学院,必修
3,A2021070,数字电路与逻辑设计,3.5,56 | 0 | 0 | 0,光电工程学院,必修
4,A1110140,概率论与数理统计,3,48 | 0 | 0 | 0,理学院,必修
5,A2040470,数据结构,4.5,56 | 16 | 0 | 0,计算机科学与技术学院,必修
6,A2040580,信号处理基础,2,32 | 0 | 0 | 0,计算机科学与技术学院,必修
合计设置,必修：16 选修：0,,,,,
   ( 网络工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200001C,认识实习,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2020390,数字与逻辑电路基础,3,48 | 0 | 0 | 0,光电工程学院,必修
3,A2021020,电路与模拟电子技术B,2,32 | 0 | 0 | 0,光电工程学院,必修
4,A2021060,数字电路与逻辑设计实验A,2,0 | 32 | 0 | 0,光电工程学院,必修
5,A1110140,概率论与数理统计,3,48 | 0 | 0 | 0,理学院,必修
6,A2040470,数据结构,4.5,56 | 16 | 0 | 0,计算机科学与技术学院,必修
合计设置,必修：15.5 选修：0,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
2,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
3,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
4,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
5,A1050060,综合英语,4,64 | 0 | 0 | 0,外国语学院,选修
6,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
7,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
8,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
9,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
10,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
11,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
12,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：0.5 选修：26,,,,,
   ( 地理信息科学专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040710,综合地理学,2,32 | 0 | 0 | 0,计算机科学与技术学院,必修
2,A2040270,集中上机（C++/Java）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040100,数据库原理,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
4,A2040060,计算机组织与结构,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,选修
5,A2040030,操作系统,3,48 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040360,面向对象程序设计-C++,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
7,A2040370,面向对象程序设计-JAVA,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
8,A1110180,数学建模B,2,32 | 0 | 0 | 0,理学院,选修
9,A2110180,计算方法,2,32 | 0 | 0 | 0,理学院,选修
合计设置,必修：7 选修：16.5,,,,,
   ( 信息安全专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040630,应用密码学,4,48 | 16 | 0 | 0,网络空间安全与信息法学院,必修
2,A2040300,课程设计（计算机网络）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040200,课程设计(操作系统),1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
4,A2040050,计算机网络B,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
5,A2040030,操作系统,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
6,A2040100,数据库原理,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
7,A2040360,面向对象程序设计-C++,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
8,A2040370,面向对象程序设计-JAVA,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
9,A1110180,数学建模B,2,32 | 0 | 0 | 0,理学院,选修
10,A2110180,计算方法,2,32 | 0 | 0 | 0,理学院,选修
合计设置,必修：16 选修：10,,,,,
   ( 智能科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040510,算法分析与设计B,2.5,40 | 0 | 0 | 0,计算机科学与技术学院,必修
2,A2040270,集中上机（C++/Java）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040100,数据库原理,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
4,A2040051,计算机网络A,4,48 | 16 | 0 | 0,计算机科学与技术学院,选修
5,A2040030,操作系统,3,48 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040360,面向对象程序设计-C++,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
7,A2040370,面向对象程序设计-JAVA,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
8,A1110180,数学建模B,2,32 | 0 | 0 | 0,理学院,选修
9,A2110180,计算方法,2,32 | 0 | 0 | 0,理学院,选修
合计设置,必修：7.5 选修：17,,,,,
   ( 空间信息与数字技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040330,空间信息与数字技术基础,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
2,A2040270,集中上机（C++/Java）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040200,课程设计(操作系统),1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
4,A2040060,计算机组织与结构,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,必修
5,A2040030,操作系统,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
6,A2040100,数据库原理,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
7,A2040360,面向对象程序设计-C++,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
8,A2040370,面向对象程序设计-JAVA,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
9,A1110180,数学建模B,2,32 | 0 | 0 | 0,理学院,选修
10,A2110180,计算方法,2,32 | 0 | 0 | 0,理学院,选修
合计设置,必修：16.5 选修：10,,,,,
   ( 计算机科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040270,集中上机（C++/Java）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2040200,课程设计(操作系统),1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040060,计算机组织与结构,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,必修
4,A2040030,操作系统,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
5,A2040100,数据库原理,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
6,A2040360,面向对象程序设计-C++,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
7,A2040370,面向对象程序设计-JAVA,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
8,A1110180,数学建模B,2,32 | 0 | 0 | 0,理学院,选修
9,A2040511,算法分析与设计C,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
10,A2110180,计算方法,2,32 | 0 | 0 | 0,理学院,选修
合计设置,必修：12.5 选修：12,,,,,
   ( 网络工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040270,集中上机（C++/Java）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2040200,课程设计(操作系统),1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040060,计算机组织与结构,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,必修
4,A2040100,数据库原理,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
5,A2040030,操作系统,3,48 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040360,面向对象程序设计-C++,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
7,A2040370,面向对象程序设计-JAVA,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：9.5 选修：9,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100040,中国近现代史纲要,2,20 | 0 | 0 | 12,马克思主义学院,必修
2,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
3,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
4,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
5,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
6,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：2.5 选修：6,,,,,
   ( 计算机科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040050,计算机网络B,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
2,A2040300,课程设计（计算机网络）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040450,课程设计（软件综合设计开发）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
4,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
5,A2140010,金工实习B,1,0 | 0 | 1.0周 | 0,先进制造工程学院,必修
6,A2040501,数据挖掘基础B,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A2040010,WEB动态网页设计,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
8,A2040291,计算机图形学B,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
9,A2040150,微机原理与接口技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
10,A2040080,嵌入式系统设计A,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：7 选修：11.5,,,,,
   ( 网络工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040050,计算机网络B,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
2,A2040300,课程设计（计算机网络）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040650,云计算与大数据综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
4,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
5,A2140010,金工实习B,1,0 | 0 | 1.0周 | 0,先进制造工程学院,必修
6,A2040511,算法分析与设计C,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A2040501,数据挖掘基础B,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
8,A2040170,.net程序设计,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
9,A2040040,汇编语言程序设计,2,32 | 0 | 0 | 0,网络空间安全与信息法学院,选修
合计设置,必修：8 选修：8,,,,,
   ( 地理信息科学专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040240,地理信息系统原理,4,48 | 16 | 0 | 0,计算机科学与技术学院,必修
2,A2040290,计算机图形学A,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
3,A2040320,空间定位技术,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
4,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
5,A2140010,金工实习B,1,0 | 0 | 1.0周 | 0,先进制造工程学院,必修
6,A2040511,算法分析与设计C,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A1040100,计算机网络技术,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
8,A2040250,多媒体技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：12 选修：7,,,,,
   ( 信息安全专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040280,计算机取证技术,2.5,24 | 16 | 0 | 0,网络空间安全与信息法学院,必修
2,A2040520,网络安全A,4,48 | 16 | 0 | 0,网络空间安全与信息法学院,必修
3,A2040530,网络安全实验,1,0 | 16 | 0 | 0,网络空间安全与信息法学院,必修
4,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
5,A2140010,金工实习B,1,0 | 0 | 1.0周 | 0,先进制造工程学院,必修
6,A2040260,汇编语言与逆向分析,3.5,40 | 16 | 0 | 0,网络空间安全与信息法学院,选修
7,A2040060,计算机组织与结构,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：9.5 选修：7,,,,,
   ( 空间信息与数字技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040290,计算机图形学A,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
2,A2040320,空间定位技术,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
3,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
4,A2140010,金工实习B,1,0 | 0 | 1.0周 | 0,先进制造工程学院,必修
5,A2040700,智能终端软件开发技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040510,算法分析与设计B,2.5,40 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A2040250,多媒体技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
8,A2040051,计算机网络A,4,48 | 16 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：8 选修：10.5,,,,,
   ( 智能科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040390,人工智能原理,2.5,40 | 0 | 0 | 0,计算机科学与技术学院,必修
2,A2040400,认知科学基础,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
3,A2040410,课程设计（认知科学基础）,1.5,0 | 0 | 1.5周 | 0,计算机科学与技术学院,必修
4,A2080010,电装实习,1,0 | 0 | 1.0周 | 0,自动化学院,必修
5,A2140010,金工实习B,1,0 | 0 | 1.0周 | 0,先进制造工程学院,必修
6,A2040690,智能游戏开发与设计,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A2040060,计算机组织与结构,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,选修
8,A2040040,汇编语言程序设计,2,32 | 0 | 0 | 0,网络空间安全与信息法学院,选修
合计设置,必修：9 选修：7.5,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
2,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
合计设置,必修：6.5 选修：0,,,,,
   ( 智能科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040660,智能机器人,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
2,A2040670,课程设计(智能机器人),1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
3,A2040500,数据挖掘基础A,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,必修
4,A2040460,数据分析实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
5,A2040090,软件工程A,2.5,40 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040220,大数据分析与处理,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A2040700,智能终端软件开发技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：9.5 选修：6.5,,,,,
   ( 网络工程专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040550,课程设计（网络协议分析）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2040120,网络规划与设计,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,必修
3,A2040140,网络协议分析,3.5,40 | 16 | 0 | 0,计算机科学与技术学院,必修
4,A2040130,网络系统设计与集成,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
5,A2040150,微机原理与接口技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040010,WEB动态网页设计,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A2040700,智能终端软件开发技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
8,A2040521,网络安全B,2,32 | 0 | 0 | 0,网络空间安全与信息法学院,选修
合计设置,必修：8 选修：10,,,,,
   ( 信息安全专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040570,信息安全实训,2,0 | 0 | 2.0周 | 0,网络空间安全与信息法学院,必修
2,A2040091,软件工程B,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
3,A2040511,算法分析与设计C,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
4,A2040420,软件安全,2.5,40 | 0 | 0 | 0,网络空间安全与信息法学院,选修
5,A2040600,信息系统安全,2.5,40 | 0 | 0 | 0,网络空间安全与信息法学院,选修
合计设置,必修：2 选修：9,,,,,
   ( 地理信息科学专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040610,虚拟现实技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,必修
2,A2040620,遥感图像处理与应用,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
3,A2040490,数据可视化技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,必修
4,A2040230,地理信息系统设计与应用A,3,48 | 0 | 0 | 0,计算机科学与技术学院,必修
5,A2040070,空间分析与应用综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
6,A2040090,软件工程A,2.5,40 | 0 | 0 | 0,计算机科学与技术学院,选修
7,A2040160,云计算与大数据基础,1,16 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：12 选修：3.5,,,,,
   ( 空间信息与数字技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040620,遥感图像处理与应用,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
2,A2040231,地理信息系统设计与应用B,2,32 | 0 | 0 | 0,计算机科学与技术学院,必修
3,A2040070,空间分析与应用综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
4,A2040090,软件工程A,2.5,40 | 0 | 0 | 0,计算机科学与技术学院,选修
5,A2040490,数据可视化技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040650,云计算与大数据综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,选修
7,A2040610,虚拟现实技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：7 选修：8.5,,,,,
   ( 计算机科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2040640,课程设计（硬件综合设计开发）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
2,A2040650,云计算与大数据综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
3,A2040430,课程设计（软件工程）,1,0 | 0 | 1.0周 | 0,计算机科学与技术学院,必修
4,A2040090,软件工程A,2.5,40 | 0 | 0 | 0,计算机科学与技术学院,必修
5,A2040020,编译原理,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
6,A2040521,网络安全B,2,32 | 0 | 0 | 0,网络空间安全与信息法学院,选修
7,A2040700,智能终端软件开发技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
8,A2040610,虚拟现实技术,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：6.5 选修：8,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
合计设置,必修：0 选修：0,,,,,
   ( 计算机科学与技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005D,毕业实习,3,0 | 0 | 3.0周 | 0,计算机科学与技术学院,必修
2,A2040440,软件架构与应用开发实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,必修
3,A2040750,计算机与智能科学前沿,1,16 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：5 选修：1,,,,,
   ( 信息安全专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005D,毕业实习,3,0 | 0 | 3.0周 | 0,计算机科学与技术学院,必修
2,A2040590,信息安全综合实践,2,0 | 0 | 2.0周 | 0,网络空间安全与信息法学院,必修
3,A2040650,云计算与大数据综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,选修
4,A2040760,网络空间安全前沿,1,16 | 0 | 0 | 0,网络空间安全与信息法学院,选修
5,A2040220,大数据分析与处理,2,32 | 0 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：5 选修：5,,,,,
   ( 空间信息与数字技术专业课程设置),,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
